DATASET_NAME,SOURCE,SENSOR,PARAMETER,PROJ_NAME,SDPN,DS_SHORT_NAME,TOPIC,TERM,SOURCE_TYPE
GPM GROUND VALIDATION NOAA UHF 449 PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,WIND PROFILERS,WIND PROFILES,MC3E,,gpmuhfspcmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA UHF 449 PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,WIND PROFILERS,VERTICAL WIND MOTION,MC3E,,gpmuhfspcmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,AIRSPEED/GROUND SPEED,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,TEMPERATURE PROBES,TOTAL TEMPERATURE,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,GPS,AIRSPEED/GROUND SPEED,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,INS,AIRSPEED/GROUND SPEED,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 MACAWS,NASA DC-8,MACAWS,UPPER LEVEL WINDS,CAMEX-3,,dc8macaws,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,TOTAL PRESSURE,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,STATIC PRESSURE,CAMEX-3,,dc8mms,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIRCRAFT MOTION SENSOR,AIRSPEED/GROUND SPEED,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE (TB) KWAJEX,NASA DC-8,AMPR,BRIGHTNESS TEMPERATURE,KWAJEX,,amprtbkwj,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,STATIC PRESSURE,NAMMA,,nammms,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
CAMEX-3 SCANNING RAMAN LIDAR,GROUND-BASED OBSERVATIONS,SCANNING RAMAN LIDAR,WATER VAPOR,CAMEX-3,M-265,cmx3srl,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
CAMEX-3 JPL SURFACE ACOUSTIC WAVE (SAW) HYGROMETER,NASA DC-8,SURFACE ACOUSTIC WAVE HYGROMETER,WATER VAPOR,CAMEX-3,M-264,dc8jplsaw,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,AIRSPEED/GROUND SPEED,NAMMA,,nammms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
TCSP GOES 11 RAPID SCAN WINDS,GOES-11,GOES-11 IMAGER,INFRARED RADIANCE,TCSP,,tcspgrsw,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,TOTAL PRESSURE,NAMMA,,nammms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,AIRSPEED/GROUND SPEED,NAMMA,,nammms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,STATIC PRESSURE,NAMMA,,nammms,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,TOTAL PRESSURE,NAMMA,,nammms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,TEMPERATURE PROBES,TOTAL TEMPERATURE,NAMMA,,nammms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,TEMPERATURE PROBES,AIR TEMPERATURE,NAMMA,,nammms,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,INS,AIRSPEED/GROUND SPEED,NAMMA,,nammms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 MULTISPECTRAL ATMOSPHERIC MAPPING SENSOR (MAMS),NASA ER-2,MAMS,BRIGHTNESS TEMPERATURE,CAMEX-3,M-268,er2mams,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
NAMMA DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIRCRAFT MOTION SENSOR,AIRSPEED/GROUND SPEED,NAMMA,,nammms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 ER-2 NAST-MTS,NASA ER-2,NAST-MTS,BRIGHTNESS TEMPERATURE,CAMEX-3,M-262,er2mts,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
NAMMA CVI CLOUD CONDENSED WATER CONTENT,NASA DC-8,CVI,CLOUD LIQUID WATER/ICE,NAMMA,,namcvi,ATMOSPHERE,CLOUDS,AIRCRAFT
NAMMA CVI CLOUD CONDENSED WATER CONTENT,NASA DC-8,CVI,CLOUD CONDENSATION NUCLEI,NAMMA,,namcvi,ATMOSPHERE,CLOUDS,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,WATER VAPOR PROFILES,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,WATER VAPOR,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,HUMIDITY,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,AEROSOL BACKSCATTER,NAMMA,,namlase,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,ATMOSPHERIC SCATTERING RATIO,NAMMA,,namlase,ATMOSPHERE,AEROSOLS,AIRCRAFT
TRMM MICROWAVE IMAGER (TMI) WENTZ OCEAN PRODUCTS,TRMM,TMI,CLOUD LIQUID WATER/ICE,DISCOVER,M-248,tmiwop,ATMOSPHERE,CLOUDS,SATELLITE
TRMM MICROWAVE IMAGER (TMI) WENTZ OCEAN PRODUCTS,TRMM,TMI,PRECIPITATION RATE,DISCOVER,M-248,tmiwop,ATMOSPHERE,PRECIPITATION,SATELLITE
GOES WATER VAPOR TRANSPORT,GOES-8,GOES-8 IMAGER,WATER VAPOR,N/A,M-261,goeswvt,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
TRMM LBA (LARGE SCALE BIOSPHERE-ATMOSPHERE) EXPERIMENT (AMPR),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,TRMM-LBA,M-255,amprtblba,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,AEROSOL EXTINCTION,NAMMA,,namlase,ATMOSPHERE,AEROSOLS,AIRCRAFT
CAMEX-3 AMPR BRIGHTNESS TEMPERATURE (TB),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-3,M-257,amprtbcx3,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE CAMEX-1,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-1,M-101,amprtbcx1,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,DIAL,AEROSOL OPTICAL DEPTH/THICKNESS,NAMMA,,namlase,ATMOSPHERE,AEROSOLS,AIRCRAFT
AMPR TEFLUN-A BRIGHTNESS TEMPERATURE (TB),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,TEFLUN-A,M-260,amprtbta,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,WATER VAPOR PROFILES,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
AMPR FIRE III ACE,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,FIRE III ACE,M-258,amprtbf3a,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,WATER VAPOR,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
AMPR JACKSONVILLE BRIGHTNESS TEMPERATURE (TB),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,JACKSONVILLE 90,M-259,amprtbjax,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
ADVANCED MICROWAVE SOUNDING UNIT-A (AMSU-A) SWATH FROM NOAA-15,NOAA-15,AMSU-A,BRIGHTNESS TEMPERATURE,N/A,M-247,amsua15sp,SPECTRAL/ENGINEERING,MICROWAVE,SATELLITE
CAMEX-3 DC-8 NAVIGATION (DADS) DATA,NASA DC-8,GPS,UPPER LEVEL WINDS,CAMEX-3,M-246,dc8dads,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-3 DC-8 NAVIGATION (DADS) DATA,NASA DC-8,TEMPERATURE PROBES,AIR TEMPERATURE,CAMEX-3,M-246,dc8dads,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-3 AIRBORNE VERTICAL ATMOSPHERE PROFILING SYSTEM (AVAPS),DROPWINDSONDES,BAROMETERS,ATMOSPHERIC PRESSURE MEASUREMENTS,CAMEX-3,M-253,dc8avaps,ATMOSPHERE,ATMOSPHERIC PRESSURE,INSTRUMENT PACKAGE
CAMEX-3 ER-2 NAVIGATION,NASA ER-2,INS,UPPER LEVEL WINDS,CAMEX-3,M-245,er2nav,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-3 ER-2 NAVIGATION,NASA ER-2,TEMPERATURE PROBES,AIR TEMPERATURE,CAMEX-3,M-245,er2nav,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-3 JPL LASER HYGROMETER,NASA DC-8,LASER HYGROMETERS,WATER VAPOR,CAMEX-3,M-254,dc8laserh,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
TCSP ER-2 MODIS AIRBORNE SIMULATOR (MAS),NASA ER-2,MAS,INFRARED IMAGERY,TCSP,,tcspmas,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
TRMM MICROWAVE IMAGER (TMI) WENTZ OCEAN PRODUCTS,TRMM,TMI,WATER VAPOR,DISCOVER,M-248,tmiwop,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
TCSP ER-2 MODIS AIRBORNE SIMULATOR (MAS),NASA ER-2,MAS,INFRARED RADIANCE,TCSP,,tcspmas,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
TCSP ER-2 MODIS AIRBORNE SIMULATOR (MAS),NASA ER-2,MAS,VISIBLE IMAGERY,TCSP,,tcspmas,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,AIRCRAFT
TCSP ER-2 MODIS AIRBORNE SIMULATOR (MAS),NASA ER-2,MAS,VISIBLE RADIANCE,TCSP,,tcspmas,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,AIRCRAFT
TCSP ER-2 MICROWAVE TEMPERATURE PROFILER (MTP),NASA ER-2,MTP,TEMPERATURE PROFILES,TCSP,,tcspmtp,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-3 GOES-8 PRODUCTS,GOES-8,GOES-8 IMAGER,INFRARED IMAGERY,CAMEX-3,M-207,cmx3g8,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
CAMEX-3 GOES-8 PRODUCTS,GOES-8,GOES-8 IMAGER,WATER VAPOR,CAMEX-3,M-207,cmx3g8,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
CAMEX-3 GOES-8 PRODUCTS,GOES-8,GOES-8 IMAGER,VISIBLE IMAGERY,CAMEX-3,M-207,cmx3g8,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,SATELLITE
US COMPOSITE LIGHTNING 15MIN TOTAL FROM NATL LIGHTNING NETWORK,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,LIS,M-32,goodlitn,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
US COMPOSITE LIGHTNING DAILY TOTAL FROM NATL LIGHTNING NETWORK,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,LIS,M-127,daylightn,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
AMPR BRIGHTNESS TEMPERATURE CAMEX-2,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-2,M-207,amprtbcx2,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
TCSP CLOUD RADAR SYSTEM (CRS),NASA ER-2,CRS,RADAR REFLECTIVITY,TCSP,,tcspcrs,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
TCSP CLOUD RADAR SYSTEM (CRS),NASA ER-2,CRS,DOPPLER VELOCITY,TCSP,,tcspcrs,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
TCSP ER-2 DOPPLER RADAR (EDOP),NASA ER-2,EDOP,RADAR REFLECTIVITY,TCSP,,tcspedop,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
LIGHTNING DETECTION AND RANGING (LDAR) BROWSE,LIGHTNING DETECTION AND RANGING,RF ANTENNA,LIGHTNING,LIS,M-231,ldarB,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
LIGHTNING IMAGING SENSOR (LIS) SCIENCE DATA,TRMM,LIS,LIGHTNING,TRMM,M-232,lislip,ATMOSPHERE,ATMOSPHERIC PHENOMENA,SATELLITE
LIGHTNING IMAGING SENSOR (LIS) BROWSE,TRMM,LIS,LIGHTNING,TRMM,M-233,lislipB,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
KSC ADVANCED GROUND BASED FIELD MILL,KSC FIELD MILL NETWORK,FIELD MILL,ELECTRIC FIELD,LIS VALIDATION,M-216,kscmill,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
LIGHTNING IMAGING SENSOR (LIS) BACKGROUNDS,TRMM,LIS,LIGHTNING,TRMM,,lislipG,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
TCSP ER-2 LIGHTNING INSTRUMENT PACKAGE (LIP),NASA ER-2,LIP,ELECTRIC FIELD,TCSP,,tcsplip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,AIRCRAFT
TCSP HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),NASA ER-2,HAMSR,AIR TEMPERATURE,TCSP,,tcsphamsr,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
TCSP HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),NASA ER-2,HAMSR,WATER VAPOR,TCSP,,tcsphamsr,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
TCSP HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),NASA ER-2,HAMSR,CLOUD LIQUID WATER/ICE,TCSP,,tcsphamsr,ATMOSPHERE,CLOUDS,AIRCRAFT
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,AIR TEMPERATURE,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,BALLOON/ROCKET
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,HUMIDITY,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,BALLOON/ROCKET
NAMMA DC-8 NAVIGATION AND HOUSEKEEPING (ICATS),NASA DC-8,GPS,UPPER LEVEL WINDS,NAMMA,,namdc8nav,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
NAMMA DC-8 NAVIGATION AND HOUSEKEEPING (ICATS),NASA DC-8,TEMPERATURE PROBES,AIR TEMPERATURE,NAMMA,,namdc8nav,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,ATMOSPHERIC PRESSURE MEASUREMENTS,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC PRESSURE,BALLOON/ROCKET
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,FLIGHT LEVEL WINDS,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,SURFACE WINDS,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA PRAIA CAPE VERDE RADIOSONDE,WEATHER BALLOON,RADIOSONDES,UPPER LEVEL WINDS,NAMMA,,namradio,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,AIR TEMPERATURE,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,ATMOSPHERIC PRESSURE MEASUREMENTS,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,FLIGHT LEVEL WINDS,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 DC-8 LIGHTNING INSTRUMENT PACKAGE (LIP),NASA DC-8,LIP,ELECTRIC FIELD,CAMEX-4,,c4dlip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,AIRCRAFT
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,HUMIDITY,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,SURFACE WINDS,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 DC-8 NEVZOROV TOTAL CONDENSED WATER CONTENT SENSOR,NASA DC-8,WATER VAPOR PROBE,HYDROMETEORS,CAMEX-4,,c4dnevzor,ATMOSPHERE,PRECIPITATION,AIRCRAFT
CAMEX-4 CVI CLOUD CONDENSED WATER CONTENT,NASA DC-8,CVI,CLOUD LIQUID WATER/ICE,CAMEX-4,,c4dcvi,ATMOSPHERE,CLOUDS,AIRCRAFT
NAMMA DC-8 DROPSONDE,NASA DC-8,DROPSONDES,UPPER LEVEL WINDS,NAMMA,,namdrop,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,HUMIDITY,NAMMA,,namlase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
NAMMA LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,AEROSOL BACKSCATTER,NAMMA,,namlase,ATMOSPHERE,AEROSOLS,AIRCRAFT
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) LANDSAT GEOTIFF,LANDSAT-7,ENHANCED THEMATIC MAPPER PLUS (ETM+),SEDIMENTS,SANDS,,slgeo,LAND SURFACE,EROSION/SEDIMENTATION,SATELLITE
GRIP GOES 13 VISIBLE AND INFRARED IMAGES,GOES-13,GOES-13 IMAGER,VISIBLE RADIANCE,GRIP,,gripgoes13B,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,SATELLITE
GRIP GOES 13 VISIBLE AND INFRARED IMAGES,GOES-13,GOES-13 IMAGER,INFRARED RADIANCE,GRIP,,gripgoes13B,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,VERTICAL WIND MOTION,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,ATMOSPHERIC PRESSURE MEASUREMENTS,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,AIR TEMPERATURE,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,AIRSPEED/GROUND SPEED,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,DATA SYNCHRONIZATION TIME,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,GPS,ATTITUDE CHARACTERISTICS,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,VERTICAL WIND MOTION,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,ATMOSPHERIC PRESSURE MEASUREMENTS,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,AIR TEMPERATURE,GRIP,,gripnavgh,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,AIRSPEED/GROUND SPEED,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,DATA SYNCHRONIZATION TIME,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP GLOBAL HAWK NAVIGATION AND HOUSEKEEPING DATA,GLOBAL HAWK UAV,INS,ATTITUDE CHARACTERISTICS,GRIP,,gripnavgh,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP METEOSAT SECOND GENERATION (MSG) IMAGE DATA,MSG,SEVIRI,INFRARED RADIANCE,GRIP,,gripmsg,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
GRIP METEOSAT SECOND GENERATION (MSG) IMAGE DATA,MSG,SEVIRI,VISIBLE RADIANCE,GRIP,,gripmsg,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,SATELLITE
GRIP METEOSAT SECOND GENERATION (MSG) IMAGE DATA,MSG,SEVIRI,WATER VAPOR,GRIP,,gripmsg,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
GPM GROUND VALIDATION UND CITATION NAVIGATION DATA MC3E,UND CITATION II,ACCELEROMETER,TURBULENCE,MC3E,,gpmnavcitmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION NAVIGATION DATA MC3E,UND CITATION II,ACCELEROMETER,ATMOSPHERIC PRESSURE MEASUREMENTS,MC3E,,gpmnavcitmc3e,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
GPM GROUND VALIDATION NASA ER-2 NAVIGATION DATA MC3E,NASA ER-2,TEMPERATURE PROBES,AIR TEMPERATURE,MC3E,,gpmer2navmc3e,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
GPM GROUND VALIDATION NASA ER-2 NAVIGATION DATA MC3E,NASA ER-2,INS,UPPER LEVEL WINDS,MC3E,,gpmer2navmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GPM GROUND VALIDATION NASA ER-2 NAVIGATION DATA MC3E,NASA ER-2,INS,ATTITUDE CHARACTERISTICS,MC3E,,gpmer2navmc3e,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GPM GROUND VALIDATION VAISALA US NLDN LIGHTNING FLASH DATA MC3E,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,MC3E,,gpmvaiconusmc3e,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
