COLLECTION,DATASET_NAME,PROC_LEVEL,DS_START_DATE,DS_STOP_DATE,DS_N_LAT,DS_S_LAT,DS_W_LON,DS_E_LON,LOCATION,FORMAT,TEMP_RESOLUTION,SPATIAL_RESOLUTION,CONTACT,PHONE,INV_NAME,BROWSE_AVAIL,DIF,DS_COMMENTS,IMS_VISIBLE,DS_SHORT_NAME,DIF_ORIGIN,SDPN,RESTRICTED_COMMENTS,IMS_DATE,DS_FTP_URL,LOCAL_VISIBLE,LOCAL_DATE,TRANS_START_DATE,TRANS_STOP_DATE,TRANS_NEW_HOME,LAST_REVIEW_DATE,DISPLAY_DS_NAME,SPONSOR,CATALOG_NAME,SUB_INV,DP_VISIBLE,DP_DATE,DS_TYPE,DP_DIR_PATH,NAV_INV,NAV_DS,BR_FTP_PATH,DATA_LOC,SUBSET_AVAIL,VERSION,COORD_SYSTEM,GRANULE_SPATIAL_REPR,ECHOID,DP_START_DATE,DP_STOP_DATE,REGISTRATION,PERIODIC_UPDATE,INV_COORD,ENTERED,PUSH_LOCALPATH,PUSH_ENABLED,PUSH_DISABLEDBY,PUSH_DISABLEDON,PUSH_BECAUSE
TCSP Products,TCSP GOES 11 RAPID SCAN WINDS,2,12-Jul-05,31-Jul-05,32,4,-115,-62,CARIBBEAN SEA,ASCII,HOURLY,1km (vis) 4km (IR),CHRIS VELDEN,608-262-9168,CAMEX_INV,N,tcspgrsw,"Geostationary satellite-derived wind sets have traditionally been generated from image triplets with 30 or 60 minute intervals, and occasionally 15 minute intervals. During GOES special rapid-scan operations, co-located images are available at intervals of 7.5, 5, 3, and even 1 minute. The area covered is reduced as the interval decreases. In this experiment images at five minute intervals were used for the 0.65 micrometer VIS, 3.9 micrometer IR (darkness only), and 10.7 micrometer IR channels.  GOES-11 was brought out of storage and image products were centered on the TCSP study region.  Regular image processing was available beginning on 12 July.  The scan schedule was maintained through the end of July.",Y,tcspgrsw,GHRC,,,9-Mar-06,ftp://tico.nsstc.nasa.gov/tcsp/data/goes11_winds/,Y,9-Mar-06,,,,1-Jul-10,TCSP GOES 11 Rapid Scan Winds,TCSP,,,,,,/ftp/public/tcsp/grsw/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,TCSP GOES 11 RAPID SCAN WINDS V1,,,1,0,0,9-Mar-06,,,,,
Geostationary Satellite Products,CAMEX-3 GOES-8 PRODUCTS,2,5-Aug-98,30-Sep-98,50,10,-100,-50,ATLANTIC COAST,MCIDAS,30 MIN. FILE,"1,4,8 km",ANTHONY GUILLORY,933-5894,CLIMAT_INV,Y,cmx3g8,"In support of the third Convection and Moisture Experiment (CAMEX-3), imagery from the Geostationary Operational Environmental Satellite 8 (GOES-8) was collected and archived.Three channels were archived: channel 1-- visible (0.65 microns), channel 2-- infrared (11 microns) and channel 3-- known as the water vapor channel (6.75 microns).",Y,cmx3g8,GHRC,M-242,,23-Jul-99,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/cmx3g8/,Y,23-Jul-99,,,GHRC,1-Jul-10,CAMEX-3 GOES-8 Products,CAMEX-3,,,,,,/ftp/public/camex3/cmx3g8/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 GOES-8 PRODUCTS V1,,,1,0,0,23-Jul-99,,,,,
NAMMA Products,NAMMA LIGHTNING ZEUS DATA,2,1-Aug-06,1-Oct-06,60,-30,-70,45,"AFRICA,EUROPE,BRAZIL",ASCII,DAILY,,CARLOS RODRIQUEZ,,CAMEX_INV,N,namzeus,The NAMMA Lightning ZEUS data is provided by World-ZEUS Long Range Lightning Monitoring Network Data obtained from sferics located at thirteen ground stations spread across the European and African continents and Brazil.  Lightning activity occurring over a large part of the globe is continuously monitored at varying spatial accuracy (e.g. 10-20 km within and >50 km outside the network periphery) and high temporal (1 msec) resolution.  Time is determined by the Arrival Time Difference between the time series from the pairs of the receivers.,Y,namzeus,GHRC,,,24-Aug-07,http://namma.nsstc.nasa.gov/data.jsp,Y,24-Aug-07,,,,12-Mar-13,NAMMA Lightning ZEUS Data,NAMMA,,,,,,/ftp/public/namma/Lightning-ZEUS/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA LIGHTNING ZEUS DATA V1,,,1,0,0,24-Aug-07,,,,,
Passive Microwave Products,ADVANCED MICROWAVE SOUNDING UNIT-A (AMSU-A) SWATH FROM NOAA-15,2,1-Jun-99,,89,-89,-180,180,GLOBAL,HDF-EOS,DAILY,1 DEG GRID,Danny Braswell,256-961-7954,AMSU_INV,N,amsua15sp,"AMSU-A,the Advanced Microwave Sounding Unit, is a 15-channel passive microwave radiometer used to profile atmospheric temperature and moisture from the earth's surface to ~45 km (3 millibars).  All orbits beginning in the day (00:00:00 - 23:59:59 UTC) are stored in one daily HDF-EOS file.  There are 15 (channel) arrays, as well as corresponding Latitude, Longitude, and Time.  Each daily file is compressed (gzip).",Y,amsua15sp,GHRC,M-247,,19-Mar-99,,Y,12-Apr-99,,,,12-Feb-13,Advanced Microwave Sounding Unit-A (AMSU-A) Swath from NOAA-15,GHRC,Advanced Microwave Sounding Unit (AMSU-A) Swath Data Sets,AMSU_SUB_INV,Y,,Swath,/ftp/public/pub/data/amsu-a/noaa-15/,,,,GHRC-LT01,Y,1,CARTESIAN,CARTESIAN,ADVANCED MICROWAVE SOUNDING UNIT-A (AMSU-A) SWATH FROM NOAA-15 V1,,,0,1,0,19-Mar-99,,,,,
Lightning Products,LIS/OTD 0.5 DEGREE HIGH RESOLUTION MONTHLY CLIMATOLOGY (HRMC),3,4-May-95,31-Dec-12,90,-90,-180,180,GLOBAL,HDF,MONTHLY,n/a,Dan Cecil,256-961-7809,LITN_INV,N,lohrmc,"The product is a 0.5 deg x 0.5 deg gridded composite of total (IC+CG) lightning bulk production, expressed as a flash density (fl/km2/yr).  Contains monthly and seasonal climatologies.  Climatologies from the OTD and LIS missions are included, as well as a combined OTD+LIS climatology and supporting base data (flash counts and viewing times).  Best-available detection efficiency corrections and instrument cross normalizations, as of the product generation date (09/01/06), have been applied.",Y,lohrmc,GHRC,,,13-Sep-06,ftp://ghrctest.nsstc.nasa.gov/pub/data/lis/lis-otd-climatology/HRMC/,Y,8-Sep-06,,,,28-Oct-13,LIS/OTD 0.5 Degree High Resolution Monthly Climatology (HRMC),LIS SCF,,,,,,/ftp/public/pub/lis/climatology/HRMC/data/,,,,GHRC-LT01,N,2.3.2013,CARTESIAN,CARTESIAN,LIS/OTD 0.5 DEGREE HIGH RESOLUTION MONTHLY CLIMATOLOGY (HRMC) V2.3.2013,,,0,0,0,8-Sep-06,,,,,
Lightning Products,LIS/OTD 2.5 DEGREE LOW RES ANNUAL DIURNAL CLIMATOLOGY (LRADC),3,4-May-95,31-Dec-12,90,-90,-180,180,GLOBAL,HDF,ANNUAL,2.5 deg,Dan Cecil,256-961-7809,LITN_INV,N,lolradc,"The product is a 2.5 deg x 2.5 deg gridded composite of climatological total (IC+CG) lightning bulk production as a function of local hour, expressed as a flash rate density (fl/km2/yr).  Climatologies from the OTD and LIS missions are included, as well as a combined OTD+LIS climatology and supporting base data (flash counts and viewing times).  Best-available detection efficiency corrections and instrument cross normalizations have been applied.",Y,lolradc,GHRC,,,13-Sep-06,ftp://ghrctest.nsstc.nasa.gov/pub/data/lis/lis-otd-climatology/LRADC/,Y,8-Sep-06,,,,28-Oct-13,LIS/OTD 2.5 Degree Low Res Annual Diurnal Climatology (LRADC),LIS SCF,,,,,,/ftp/public/pub/lis/climatology/LRADC/data/,,,,GHRC-LT01,N,2.3.2013,CARTESIAN,CARTESIAN,LIS/OTD 2.5 DEGREE LOW RES ANNUAL DIURNAL CLIMATOLOGY (LRADC) V2.3.2013,,,0,0,0,8-Sep-06,,,,,
NAMMA Products,NAMMA DC-8 NAVIGATION AND HOUSEKEEPING (ICATS),2,7-Aug-06,12-Sep-06,30,-5,-50,10,CAPE VERDE,"BIN, ASCII",1 FLIGHT,n/a,RICK SHELTER,701-777-6040,CAMEX_INV,Y,namdc8nav,"The NAMMA DC-8 Information Collection and Transmission System (ICATS) is designed to: 1) interface and process avionics and environmental paramaters from the Navigational Management System, GPS, Central Air Data Computer, Embedded GPS/INS, and analog voltage sources from aircraft and experimenters; 2) Furnish engineering unit values of selected parameters and computed functions for real-time video display, and archive ASCII data at experimenter stations; and 3) Archive engineering unit values of 'Appendix A' (to the ICATS document included with dataset documentation) on data storage for post flight retrieval.",Y,namdc8nav,GHRC,,,1-Jun-06,http://namma.nsstc.nasa.gov/data.jsp,Y,31-May-07,,,,29-Jun-12,NAMMA DC-8 Navigation and Housekeeping (ICATS),NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/DC8-Nav/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA DC-8 NAVIGATION AND HOUSEKEEPING (ICATS) V1,,,1,0,0,1-Jun-06,,,,,
CAMEX-3 Products,CAMEX-3 AIRBORNE VERTICAL ATMOSPHERE PROFILING SYSTEM (AVAPS),1,3-Aug-98,23-Sep-98,50,10,-105,-50,CARRIBEAN,GIF ASCII,1 FLIGHT,,RICHARD WOHLMAN,256-922-5932,CAMEX_INV,N,dc8avaps,"The CAMEX-3 DC-8 Airborne Vertical Atmosphere Profiling System (AVAPS) uses dropwinsonde and Global Positioning System (GPS) receivers to measure the atmospheric state parameters (temp, humidity, windspeed/direction pressure) and location in 3 dimensional space during the sonde's descent once each half second.  Measurements are transmitted to the aircraft from the time of release until impact with the ocean's surface.",Y,dc8avaps,GHRC,M-253,,23-Jul-99,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/dc8avaps/,Y,23-Jul-99,,,,1-Jul-10,CAMEX-3 Airborne Vertical Atmosphere Profiling System (AVAPS),CAMEX-3,,,,,,/ftp/public/camex3/dc8avaps/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 AIRBORNE VERTICAL ATMOSPHERE PROFILING SYSTEM (AVAPS) V1,,,1,0,0,23-Jul-99,,,,,
CAMEX-3 Products,CAMEX-3 POLARIMETRIC SCANNING RADIOMETER (PSR),1B,6-Aug-98,23-Sep-98,50,10,-105,-50,CARRIBEAN,TAR,DAILY,,ALBIN GASIEWSKI,303-497-7275 ,CAMEX_INV,N,dc8psr,"The Polarimetric Scanning Radiometer (PSR) is a versatile airborne microwave imaging radiometer developed by the Georgia Institute of Technology and the NOAA Environmental Technology Laboratory for the purpose of obtaining polarimetric microwave emission imagery of the Earth's oceans, land, ice, clouds, and precipitation.",Y,dc8psr,GHRC,M-275,,11-May-01,,Y,2-May-01,,,,1-Jul-10,CAMEX-3 Polarimetric Scanning Radiometer (PSR),CAMEX-3,,,,,,/ftp/public/camex3/dc8psr/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 POLARIMETRIC SCANNING RADIOMETER (PSR) V1,,,1,0,0,2-May-01,,,,,
Lightning Products,CAMEX-3 LIGHTNING INSTRUMENT PACKAGE (LIP),0,4-Aug-98,28-Sep-98,50,10,-105,-50,CARRIBEAN,HDF,1 FLIGHT,,Rich Blakeslee,256-961-7962,CAMEX_INV,Y,er2lip,"The ER-2 Lightning Instrument Package (LIP) allows the  vector components of the electric field (i.e, Ex,Ey, Ez )to be readily obtained, and thus, greatly improves our knowledge of the electrical structure of storms overflown.  The field mills measure the components of the electric field over a wide dynamic range extending from fair weather electric fields, (i.e., a few to tens of V/m) to larger thunderstorm fields (I.e., tens of kV/m). Total lightning (i.e., cloud-to-ground, intracloud) is identified from the abrupt electric field changes in the data. The  conductivity probe measures the air conductivity at the aircraft flight altitude. Storm electric currents can be derived using the electric field and air conductivity measurements.",Y,er2lip,GHRC,M-269,,30-Oct-00,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/er2lip/,Y,16-Oct-00,,,,1-Jul-10,CAMEX-3 Lightning Instrument Package (LIP),CAMEX-3,,,,,,/ftp/public/camex3/er2lip/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 LIGHTNING INSTRUMENT PACKAGE (LIP) V1,,,1,0,0,16-Oct-00,,,,,
CAMEX-3 Products,CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,1B,4-Aug-98,20-Sep-98,50,10,-105,-50,CARRIBEAN,TAR,DAILY,N/A,FRANCIS SCHMIDLIN,757-824-1618,CAMEX_INV,N,cmx3andros,"In support of CAMEX-3, numerous Radiosonde and Rawinsondes were launched from Andros Island. These consisted of instruments manufactured by VIS and Vaisala. Some sondes were GPS or LORAN located so that winds aloft could be determined without ground based tracking systems. Data from the sondes was used to verify several ground based instruments observing the lower troposphere.",Y,cmx3andros,GHRC,M-274,,6-Apr-01,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/cmx3andros/,Y,6-Apr-01,,,,1-Jul-10,CAMEX-3 Andros Island Rawinsonde and Radiosondes,CAMEX-3,,,,,,/ftp/public/camex3/cmx3andros/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES V1,,,1,0,0,6-Apr-01,,,,,
Lightning Products,LIS/OTD 2.5 DEGREE LOW RESOLUTION MONTHLY TIME SERIES (LRMTS),3,4-May-95,31-Dec-12,90,-90,-180,180,GLOBAL,HDF,MONTHLY,2.5 deg,Dan Cecil,256-961-7809,LITN_INV,N,lolrmts,"The product is a 2.5 deg x 2.5 deg gridded composite of total (IC+CG) lightning bulk production, expressed as a flash rate density (fl/km2/yr) Monthly Time Series.  Climatologies from the OTD and LIS missions are included, as well as a combined OTD+LIS climatology and supporting base data (flash counts and viewing times).  Best-available detection efficiency corrections and instrument cross-normalizations, as of the product generation date (09/01/06), have been applied.",Y,lolrmts,GHRC,,,13-Sep-06,ftp://ghrctest.nsstc.nasa.gov/pub/data/lis/lis-otd-climatology/LRMTS/,Y,8-Sep-06,,,,28-Oct-13,LIS/OTD 2.5 Degree Low Resolution Monthly Time Series (LRMTS),LIS SCF,,,,,,/ftp/public/pub/lis/climatology/LRMTS/data/,,,,GHRC-LT01,N,2.3.2013,CARTESIAN,CARTESIAN,LIS/OTD 2.5 DEGREE LOW RESOLUTION MONTHLY TIME SERIES (LRMTS) V2.3.2013,,,0,0,0,8-Sep-06,,,,,
NAMMA Products,NAMMA SMART-COMMIT MOBILE LABORATORIES,2,25-Aug-06,26-Sep-06,30,-5,-50,10,AFRICA,NETCDF,VARIES,,JACK JI,301-614-6231,CAMEX_INV,Y,namsmart,"The SMART-COMMIT dataset consists of data obtained from a suite of insitu and remote sensing instruments which measures parameters that characterize constituents of the atmosphere at a given location.  The mobile system is comprised of many instruments including radiometers, lidar, particle sizers, gas monitors, meteorological sensors, tethered radiosonde, and others. Parameters measured include radiances, irradiances, back scatter profile, atmospheric state variables, aerosol scattering/absorbing, particle size distribution, trace gas concentrations, and sky images. This dataset also includes many derived products.",Y,namsmart,GHRC,,,1-Jun-06,http://namma.nsstc.nasa.gov/data.jsp,Y,31-May-07,,,,6-Jul-11,NAMMA SMART-COMMIT Mobile Laboratories,NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/SMART-COMMIT/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA SMART-COMMIT MOBILE LABORATORIES V1,,,1,0,0,1-Jun-06,,,,,
NAMMA Products,NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),2,8-Aug-06,12-Sep-06,30,-5,-50,10,AFRICA,ASCII,DAILY,,LEE THORNHILL,757-864-4278,CAMEX_INV,N,namlarge,"The NAMMA Langley Aerosol Research Group Experiment (LARGE) dataset is data collected from in situ aerosol sensors: condensation nuclei counters, optical particle spectrometers, an aerodynamic particle sizer, multi-wavelength particle-soot absorption photometers, and integrating nephelometers. These instruments measure aerosol number density, aerosol size distribution, total scattering and backscattering coefficients.",Y,namlarge,GHRC,,,1-Jun-06,http://namma.nsstc.nasa.gov/data.jsp,Y,31-May-07,,,,6-Jul-11,NAMMA Langley Aerosol Research Group Experiment (LARGE),NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/LARGE/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE) V1,,,1,0,0,1-Jun-06,,,,,
NAMMA Products,NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT NAVIGATION DATA,2,7-Aug-06,12-Sep-06,30,-5,-50,10,WEST COAST AFRICA,CSV,DAILY,,LEE THORNHILL,757-864-4278,CAMEX_INV,N,namlargen,"The NAMMA Langley Aerosol Research Group Experiment Navigation Data is the DC-8 NAV data (ICATS) extracted into columns with time correction. The LARGE NAV data is used with the LARGE dataset, but may also be used with other NAMMA datasets. It includes the wind speed and wind direction as well as pressure and air temperature information.",Y,namlargen,GHRC,,,24-Aug-07,http://namma.nsstc.nasa.gov/data.jsp,Y,24-Aug-07,,,,18-Jun-10,NAMMA Langley Aerosol Research Group Experiment Navigation Data,NAMMA,,,,,,/ftp/public/namma/DC8-Nav_LARGE/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT NAVIGATION DATA V1,,,1,0,0,24-Aug-07,,,,,
NAMMA Products,NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,2,19-Aug-06,17-Sep-06,30,-5,-50,10,AFRICA,ASCII,DAILY,,EVERETTE JOSEPH,,CAMEX_INV,Y,namsenegal,"The NAMMA Senegal Radiosonde and Tower Flux data includes measurements of humidity, wind speed/direction and velocity.  Additionally the Flux data includes photosynthetically active radiation (PAR), air and soil temperature and heat flux data. The radiosondes were dropped from the NASA DC-8; the flux data was obtained from a tower located in Kawasara, Sengal, Africa.",Y,namsenegal,GHRC,,,24-Aug-07,http://namma.nsstc.nasa.gov/data.jsp,Y,24-Aug-07,,,,6-Jul-11,NAMMA Senegal Radiosonde and Tower Flux Data,NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/Senegal-Radiosonde-Flux/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA V1,,,1,0,0,24-Aug-07,,,,,
CAMEX-4 Products,CAMEX-4 MIPS SURFACE STATION 1,2,15-Aug-01,8-Sep-01,24.8,24.6,-81.7,-81.5,SUGAR LOAF KEY,ASCII,DAILY,,KEVIN KNUPP,256-961-7932,CAMEX_INV,N,c4gmipss1,"The University of Alabama in Huntsville (UAH) Mobile Integrated Profiling System (MIPS) is a mobile atmospheric profiling system.  It includes a 915 MHz Doppler profiler, lidar ceilometer, 12 channel microwave profiling radiometer, Doppler Sodar, Radio Acoustic Sounding System (RASS), Field Mills, and surface observing station. This dataset consists of data from Surface Station One containing multiple instruments including an anemometer, rain gauge, thermometer, pyranometer and barometer.  Information, collected at 1Hz, includes windspeed and direction as well as precipitation, temperature/humidity, solar radiation, and atmospheric pressure.",Y,c4gmipss1,GHRC,,,28-Aug-02,ftp://camextest.nsstc.nasa.gov/camex4/datax4/MIPS_Surface_Station_1/,Y,21-Aug-02,,,,6-Jul-11,CAMEX-4 MIPS Surface Station 1,CAMEX-4,,,,,,/ftp/public/camex4/MIPS_Surface_Station_1/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-4 MIPS SURFACE STATION 1 V1,,,1,0,0,21-Aug-02,,,,,
CAMEX-4 Products,CAMEX-4 MIPS CEILOMETER,1B,5-Aug-01,12-Sep-01,24.8,24.6,-81.7,-81.5,SUGAR LOAF KEY,ASCII,DAILY,,KEVIN KNUPP,256-961-7932,CAMEX_INV,N,c4gmipclo,"The University of Alabama in Huntsville (UAH) Mobile Integrated Profiling System (MIPS) is a mobile atmospheric profiling system. It includes a 915 MHz Doppler profiler, lidar ceilometer, 12 channel microwave profiling radiometer, Doppler Sodar, Radio Acoustic Sounding System (RASS), Field Mills, and surface observing station. The ceilometer data collection gathers backscatter power and up to three cloud base heights.",Y,c4gmipclo,GHRC,,,28-Aug-02,ftp://camextest.nsstc.nasa.gov/camex4/datax4/MIPS_Ceilometer/,Y,21-Aug-02,,,,6-Jul-11,CAMEX-4 MIPS Ceilometer,CAMEX-4,,,,,,/ftp/public/camex4/MIPS_Ceilometer/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-4 MIPS CEILOMETER V1,,,1,0,0,21-Aug-02,,,,,
Lightning Products,LIS/OTD 0.5 DEGREE HIGH RESOLUTION ANNUAL CLIMATOLOGY (HRAC),3,4-May-95,31-Dec-12,90,-90,-180,180,GLOBAL,HDF,ANNUAL,n/a,Dan Cecil,256-961-7809,LITN_INV,N,lohrac,"The product is a 0.5 deg x 0.5 deg gridded composite of total (IC+CG) lightning bulk production, expressed as a flash density (fl/km2/yr).  Climatologies from the OTD and LIS missions are included, as well as a combined OTD+LIS climatology and supporting base data (flash counts and viewing times).  Best-available detection efficiency corrections and instrument cross normalizations, as of the product generation date (09/01/06), have been applied.",Y,lohrac,GHRC,,,13-Sep-06,ftp://ghrctest.nsstc.nasa.gov/pub/data/lis/lis-otd-climatology/HRAC/,Y,8-Sep-06,,,,28-Oct-13,LIS/OTD 0.5 Degree High Resolution Annual Climatology (HRAC),LIS SCF,,,,,,/ftp/public/pub/lis/climatology/HRAC/data/,,,,GHRC-LT01,N,2.3.2013,CARTESIAN,CARTESIAN,LIS/OTD 0.5 DEGREE HIGH RESOLUTION ANNUAL CLIMATOLOGY (HRAC) V2.3.2013,,,0,0,0,8-Sep-06,,,,,
NAMMA Products,NAMMA CLOUD MICROPHYSICS (CAPS-PIP),2,19-Aug-06,12-Sep-06,30,-5,-50,10,AFRICA,ASCII,DAILY,,AARON BANSEMER,303-497-8913,CAMEX_INV,Y,namcaps,"The Cloud Microphysics dataset consists of particle size distributions from the Clouds, Aerosol and Preciptaition Spectrometer (CAPS) and the Precipitaiton Imaging Probe (PIP).  These instruments yield precipitation, hydrometeor and aerosol sizes ranging from 0.55 - 100 microns.  Data is in the form of images and ascii tables.",Y,namcaps,GHRC,,,1-Jun-06,http://namma.nsstc.nasa.gov/data.jsp,Y,31-May-07,,,,6-Jul-11,NAMMA Cloud Microphysics (CAPS-PIP),NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/CAPS-PIP/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA CLOUD MICROPHYSICS (CAPS-PIP) V1,,,1,0,0,1-Jun-06,,,,,
NAMMA Products,NAMMA SENEGAL RAIN GAUGE NETWORK,2,10-Aug-06,30-Sep-06,30,-5,-50,10,WEST AFRICA,ASCII,RAIN GAUGE SITE,n/a,DR. PAUL KUCERA,303-497-2807,CAMEX_INV,N,namsenrg,"The NAMMA Senegal Rain Gauge Network consisted of 40 rain gauge sites (AMMA 1-40) located in various places throughout Senegal, West Africa.  The Rain Gauge Network consisted of the large-scale rain gauge network, 2 gauges co-located at NPOL to provide coincident measurements with each other and Larry Bliven's Rain Imaging System (RIS) and the dense-scale rain gauge network.  The rain gauges collected one-minute accumulation data.  The location and photos of each site can be found in an accompanying PDF document NAMMA_Raingauge_network.pdf.",Y,namsenrg,GHRC,,,19-Dec-07,http://namma.nsstc.nasa.gov/data.jsp,Y,7-Dec-07,,,,6-Jul-11,NAMMA Senegal Rain Gauge Network,NAMMA,,,,,,/ftp/public/namma/Senegal-Rain-Gauge/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA SENEGAL RAIN GAUGE NETWORK V1,,,1,0,0,7-Dec-07,,,,,
NAMMA Products,NAMMA HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),2,15-Aug-06,12-Sep-06,30,-5,-50,10,AFRICA,HDF,DAILY,2km x 2km,BJORN LAMBRIGTSEN,818-354-8932,CAMEX_INV,Y,namhamsr,"HAMSR is a 25-channel microwave atmospheric sounder operating as a cross-track scanner.  It operates in three frequency bands centered around 53, 118 and 183 GHz.  HAMSR functionality is similar to AMSU-A/B, but with additional channels.  There are three bands: an 8-channel band near 50-GHz, used for primary temperature sounding; a 10-channel band near 118 GHz, used for secondary temperature sounding and assessment of scattering; and a 7-channel band near 183 GHz, used for water vapor (humidity) sounding.  The instrument is continuously self-calibrating using internal calibration targets.  Radiometric sensitivity at the composite sampling cells provided in the archive is typically 0.1 K and ranges up to 0.25 K for the stratospheric channels.  Calibration accuracy is estimated at better than 1 K for temperature sounding and better than 2 K for water vapor sounding.  Temperature weighting function peaks are distributed between the surface and the flight altitude.",Y,namhamsr,GHRC,,,1-Jun-06,http://namma.nsstc.nasa.gov/data.jsp,Y,31-May-07,,,,6-Jul-11,NAMMA High Altitude MMIC Sounding Radiometer (HAMSR),NAMMA,,CAMEX_SUB_INV,,,,/ftp/public/namma/HAMSR/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,NAMMA HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR) V1,,,1,0,0,1-Jun-06,,,,,
